char,unicode,cho,jung,jong,v240_cho_piece,v240_jung_piece,v240_jong_piece,official_cho_piece,official_jung_piece,official_jong_piece,pixel_hamming,changed
퇁,U+D1C1,16,9,5,157,214,337,157,236,253,20,1
퇂,U+D1C2,16,9,6,157,214,338,157,236,254,22,1
퇃,U+D1C3,16,9,7,157,214,339,157,236,255,18,1
퇄,U+D1C4,16,9,8,157,214,340,157,236,256,18,1
퇅,U+D1C5,16,9,9,157,214,341,157,236,257,28,1
퇆,U+D1C6,16,9,10,157,214,342,157,236,258,26,1
퇇,U+D1C7,16,9,11,157,214,343,157,236,259,26,1
퇈,U+D1C8,16,9,12,157,214,344,157,236,260,40,1
퇉,U+D1C9,16,9,13,157,214,345,157,236,261,20,1
퇊,U+D1CA,16,9,14,157,214,346,157,236,262,26,1
퇋,U+D1CB,16,9,15,157,214,347,157,236,263,36,1
퇌,U+D1CC,16,9,16,157,214,348,157,236,264,25,1
퇍,U+D1CD,16,9,17,157,214,349,157,236,265,25,1
퇎,U+D1CE,16,9,18,157,214,350,157,236,266,44,1
퇏,U+D1CF,16,9,19,157,214,351,157,236,267,30,1
퇐,U+D1D0,16,9,20,157,214,352,157,236,268,36,1
퇑,U+D1D1,16,9,21,157,214,353,157,236,269,34,1
퇒,U+D1D2,16,9,22,157,214,354,157,236,270,33,1
퇓,U+D1D3,16,9,23,157,214,355,157,236,271,24,1
퇔,U+D1D4,16,9,24,157,214,356,157,236,272,14,1
퇕,U+D1D5,16,9,25,157,214,357,157,236,273,20,1
퇖,U+D1D6,16,9,26,157,214,358,157,236,274,32,1
퇗,U+D1D7,16,9,27,157,214,359,157,236,275,28,1
퇘,U+D1D8,16,10,0,77,171,-1,77,193,-1,0,0
퇙,U+D1D9,16,10,1,157,215,333,157,237,305,19,1
퇚,U+D1DA,16,10,2,157,215,334,157,237,306,31,1
퇛,U+D1DB,16,10,3,157,215,335,157,237,307,37,1
퇜,U+D1DC,16,10,4,157,215,336,157,237,308,24,1
퇝,U+D1DD,16,10,5,157,215,337,157,237,309,40,1
퇞,U+D1DE,16,10,6,157,215,338,157,237,310,33,1
퇟,U+D1DF,16,10,7,157,215,339,157,237,311,22,1
퇠,U+D1E0,16,10,8,157,215,340,157,237,312,23,1
퇡,U+D1E1,16,10,9,157,215,341,157,237,313,35,1
퇢,U+D1E2,16,10,10,157,215,342,157,237,314,26,1
퇣,U+D1E3,16,10,11,157,215,343,157,237,315,26,1
퇤,U+D1E4,16,10,12,157,215,344,157,237,316,40,1
퇥,U+D1E5,16,10,13,157,215,345,157,237,317,20,1
퇦,U+D1E6,16,10,14,157,215,346,157,237,318,26,1
퇧,U+D1E7,16,10,15,157,215,347,157,237,319,36,1
퇨,U+D1E8,16,10,16,157,215,348,157,237,320,35,1
퇩,U+D1E9,16,10,17,157,215,349,157,237,321,35,1
퇪,U+D1EA,16,10,18,157,215,350,157,237,322,44,1
퇫,U+D1EB,16,10,19,157,215,351,157,237,323,30,1
퇬,U+D1EC,16,10,20,157,215,352,157,237,324,36,1
퇭,U+D1ED,16,10,21,157,215,353,157,237,325,38,1
퇮,U+D1EE,16,10,22,157,215,354,157,237,326,22,1
퇯,U+D1EF,16,10,23,157,215,355,157,237,327,26,1
퇰,U+D1F0,16,10,24,157,215,356,157,237,328,20,1
퇱,U+D1F1,16,10,25,157,215,357,157,237,329,23,1
퇲,U+D1F2,16,10,26,157,215,358,157,237,330,32,1
퇳,U+D1F3,16,10,27,157,215,359,157,237,331,32,1
퇴,U+D1F4,16,11,0,77,172,-1,77,194,-1,0,0
퇵,U+D1F5,16,11,1,157,216,333,157,238,277,12,1
퇶,U+D1F6,16,11,2,157,216,334,157,238,278,18,1
퇷,U+D1F7,16,11,3,157,216,335,157,238,279,38,1
퇸,U+D1F8,16,11,4,157,216,336,157,238,280,19,1
퇹,U+D1F9,16,11,5,157,216,337,157,238,281,20,1
퇺,U+D1FA,16,11,6,157,216,338,157,238,282,22,1
퇻,U+D1FB,16,11,7,157,216,339,157,238,283,18,1
퇼,U+D1FC,16,11,8,157,216,340,157,238,284,18,1
퇽,U+D1FD,16,11,9,157,216,341,157,238,285,28,1
퇾,U+D1FE,16,11,10,157,216,342,157,238,286,26,1
퇿,U+D1FF,16,11,11,157,216,343,157,238,287,26,1
툀,U+D200,16,11,12,157,216,344,157,238,288,40,1
툁,U+D201,16,11,13,157,216,345,157,238,289,20,1
툂,U+D202,16,11,14,157,216,346,157,238,290,26,1
툃,U+D203,16,11,15,157,216,347,157,238,291,36,1
툄,U+D204,16,11,16,157,216,348,157,238,292,25,1
툅,U+D205,16,11,17,157,216,349,157,238,293,25,1
툆,U+D206,16,11,18,157,216,350,157,238,294,44,1
툇,U+D207,16,11,19,157,216,351,157,238,295,30,1
툈,U+D208,16,11,20,157,216,352,157,238,296,36,1
툉,U+D209,16,11,21,157,216,353,157,238,297,34,1
툊,U+D20A,16,11,22,157,216,354,157,238,298,33,1
툋,U+D20B,16,11,23,157,216,355,157,238,299,24,1
툌,U+D20C,16,11,24,157,216,356,157,238,300,14,1
툍,U+D20D,16,11,25,157,216,357,157,238,301,20,1
툎,U+D20E,16,11,26,157,216,358,157,238,302,32,1
툏,U+D20F,16,11,27,157,216,359,157,238,303,28,1
툐,U+D210,16,12,0,37,173,-1,37,195,-1,0,0
툑,U+D211,16,12,1,117,217,277,137,239,333,49,1
툒,U+D212,16,12,2,117,217,278,137,239,334,55,1
툓,U+D213,16,12,3,117,217,279,137,239,335,75,1
툔,U+D214,16,12,4,117,217,280,137,239,336,56,1
툕,U+D215,16,12,5,117,217,281,137,239,337,57,1
툖,U+D216,16,12,6,117,217,282,137,239,338,59,1
툗,U+D217,16,12,7,117,217,283,137,239,339,55,1
툘,U+D218,16,12,8,117,217,284,137,239,340,55,1
툙,U+D219,16,12,9,117,217,285,137,239,341,65,1
툚,U+D21A,16,12,10,117,217,286,137,239,342,63,1
툛,U+D21B,16,12,11,117,217,287,137,239,343,63,1
툜,U+D21C,16,12,12,117,217,288,137,239,344,77,1
툝,U+D21D,16,12,13,117,217,289,137,239,345,57,1
툞,U+D21E,16,12,14,117,217,290,137,239,346,63,1
툟,U+D21F,16,12,15,117,217,291,137,239,347,73,1
툠,U+D220,16,12,16,117,217,292,137,239,348,62,1
툡,U+D221,16,12,17,117,217,293,137,239,349,62,1
툢,U+D222,16,12,18,117,217,294,137,239,350,81,1
툣,U+D223,16,12,19,117,217,295,137,239,351,67,1
툤,U+D224,16,12,20,117,217,296,137,239,352,73,1
툥,U+D225,16,12,21,117,217,297,137,239,353,71,1
툦,U+D226,16,12,22,117,217,298,137,239,354,70,1
툧,U+D227,16,12,23,117,217,299,137,239,355,61,1
툨,U+D228,16,12,24,117,217,300,137,239,356,51,1
툩,U+D229,16,12,25,117,217,301,137,239,357,57,1
툪,U+D22A,16,12,26,117,217,302,137,239,358,69,1
툫,U+D22B,16,12,27,117,217,303,137,239,359,65,1
투,U+D22C,16,13,0,57,174,-1,57,196,-1,0,0
툭,U+D22D,16,13,1,137,218,305,137,240,333,19,1
툮,U+D22E,16,13,2,137,218,306,137,240,334,31,1
툯,U+D22F,16,13,3,137,218,307,137,240,335,37,1
툰,U+D230,16,13,4,137,218,308,137,240,336,23,1
툱,U+D231,16,13,5,137,218,309,137,240,337,39,1
툲,U+D232,16,13,6,137,218,310,137,240,338,33,1
툳,U+D233,16,13,7,137,218,311,137,240,339,22,1
툴,U+D234,16,13,8,137,218,312,137,240,340,23,1
툵,U+D235,16,13,9,137,218,313,137,240,341,35,1
툶,U+D236,16,13,10,137,218,314,137,240,342,26,1
툷,U+D237,16,13,11,137,218,315,137,240,343,26,1
툸,U+D238,16,13,12,137,218,316,137,240,344,40,1
툹,U+D239,16,13,13,137,218,317,137,240,345,20,1
툺,U+D23A,16,13,14,137,218,318,137,240,346,26,1
툻,U+D23B,16,13,15,137,218,319,137,240,347,36,1
툼,U+D23C,16,13,16,137,218,320,137,240,348,35,1
툽,U+D23D,16,13,17,137,218,321,137,240,349,34,1
툾,U+D23E,16,13,18,137,218,322,137,240,350,43,1
툿,U+D23F,16,13,19,137,218,323,137,240,351,29,1
퉀,U+D240,16,13,20,137,218,324,137,240,352,35,1
퉁,U+D241,16,13,21,137,218,325,137,240,353,37,1
퉂,U+D242,16,13,22,137,218,326,137,240,354,22,1
퉃,U+D243,16,13,23,137,218,327,137,240,355,25,1
퉄,U+D244,16,13,24,137,218,328,137,240,356,20,1
퉅,U+D245,16,13,25,137,218,329,137,240,357,23,1
퉆,U+D246,16,13,26,137,218,330,137,240,358,32,1
퉇,U+D247,16,13,27,137,218,331,137,240,359,31,1
퉈,U+D248,16,14,0,77,175,-1,97,197,-1,0,0
퉉,U+D249,16,14,1,157,219,333,157,241,277,12,1
퉊,U+D24A,16,14,2,157,219,334,157,241,278,18,1
퉋,U+D24B,16,14,3,157,219,335,157,241,279,38,1
퉌,U+D24C,16,14,4,157,219,336,157,241,280,19,1
퉍,U+D24D,16,14,5,157,219,337,157,241,281,20,1
퉎,U+D24E,16,14,6,157,219,338,157,241,282,22,1
퉏,U+D24F,16,14,7,157,219,339,157,241,283,18,1
퉐,U+D250,16,14,8,157,219,340,157,241,284,18,1
퉑,U+D251,16,14,9,157,219,341,157,241,285,28,1
퉒,U+D252,16,14,10,157,219,342,157,241,286,26,1
퉓,U+D253,16,14,11,157,219,343,157,241,287,26,1
퉔,U+D254,16,14,12,157,219,344,157,241,288,40,1
퉕,U+D255,16,14,13,157,219,345,157,241,289,20,1
퉖,U+D256,16,14,14,157,219,346,157,241,290,26,1
퉗,U+D257,16,14,15,157,219,347,157,241,291,36,1
퉘,U+D258,16,14,16,157,219,348,157,241,292,25,1
퉙,U+D259,16,14,17,157,219,349,157,241,293,25,1
퉚,U+D25A,16,14,18,157,219,350,157,241,294,44,1
퉛,U+D25B,16,14,19,157,219,351,157,241,295,30,1
퉜,U+D25C,16,14,20,157,219,352,157,241,296,36,1
퉝,U+D25D,16,14,21,157,219,353,157,241,297,34,1
퉞,U+D25E,16,14,22,157,219,354,157,241,298,33,1
퉟,U+D25F,16,14,23,157,219,355,157,241,299,24,1
퉠,U+D260,16,14,24,157,219,356,157,241,300,14,1
퉡,U+D261,16,14,25,157,219,357,157,241,301,20,1
퉢,U+D262,16,14,26,157,219,358,157,241,302,32,1
퉣,U+D263,16,14,27,157,219,359,157,241,303,28,1
퉤,U+D264,16,15,0,77,176,-1,97,198,-1,0,0
퉥,U+D265,16,15,1,157,220,333,157,242,305,19,1
퉦,U+D266,16,15,2,157,220,334,157,242,306,31,1
퉧,U+D267,16,15,3,157,220,335,157,242,307,37,1
퉨,U+D268,16,15,4,157,220,336,157,242,308,24,1
퉩,U+D269,16,15,5,157,220,337,157,242,309,40,1
퉪,U+D26A,16,15,6,157,220,338,157,242,310,33,1
퉫,U+D26B,16,15,7,157,220,339,157,242,311,22,1
퉬,U+D26C,16,15,8,157,220,340,157,242,312,23,1
퉭,U+D26D,16,15,9,157,220,341,157,242,313,35,1
퉮,U+D26E,16,15,10,157,220,342,157,242,314,26,1
퉯,U+D26F,16,15,11,157,220,343,157,242,315,26,1
퉰,U+D270,16,15,12,157,220,344,157,242,316,40,1
퉱,U+D271,16,15,13,157,220,345,157,242,317,20,1
퉲,U+D272,16,15,14,157,220,346,157,242,318,26,1
퉳,U+D273,16,15,15,157,220,347,157,242,319,36,1
퉴,U+D274,16,15,16,157,220,348,157,242,320,35,1
퉵,U+D275,16,15,17,157,220,349,157,242,321,35,1
퉶,U+D276,16,15,18,157,220,350,157,242,322,44,1
퉷,U+D277,16,15,19,157,220,351,157,242,323,30,1
퉸,U+D278,16,15,20,157,220,352,157,242,324,36,1
퉹,U+D279,16,15,21,157,220,353,157,242,325,38,1
퉺,U+D27A,16,15,22,157,220,354,157,242,326,22,1
퉻,U+D27B,16,15,23,157,220,355,157,242,327,26,1
퉼,U+D27C,16,15,24,157,220,356,157,242,328,20,1
퉽,U+D27D,16,15,25,157,220,357,157,242,329,23,1
퉾,U+D27E,16,15,26,157,220,358,157,242,330,32,1
퉿,U+D27F,16,15,27,157,220,359,157,242,331,32,1
튀,U+D280,16,16,0,77,177,-1,97,199,-1,0,0
튁,U+D281,16,16,1,157,221,333,157,243,277,12,1
튂,U+D282,16,16,2,157,221,334,157,243,278,18,1
튃,U+D283,16,16,3,157,221,335,157,243,279,38,1
튄,U+D284,16,16,4,157,221,336,157,243,280,19,1
튅,U+D285,16,16,5,157,221,337,157,243,281,20,1
튆,U+D286,16,16,6,157,221,338,157,243,282,22,1
튇,U+D287,16,16,7,157,221,339,157,243,283,18,1
튈,U+D288,16,16,8,157,221,340,157,243,284,18,1
튉,U+D289,16,16,9,157,221,341,157,243,285,28,1
튊,U+D28A,16,16,10,157,221,342,157,243,286,26,1
튋,U+D28B,16,16,11,157,221,343,157,243,287,26,1
튌,U+D28C,16,16,12,157,221,344,157,243,288,40,1
튍,U+D28D,16,16,13,157,221,345,157,243,289,20,1
튎,U+D28E,16,16,14,157,221,346,157,243,290,26,1
튏,U+D28F,16,16,15,157,221,347,157,243,291,36,1
튐,U+D290,16,16,16,157,221,348,157,243,292,25,1
튑,U+D291,16,16,17,157,221,349,157,243,293,25,1
튒,U+D292,16,16,18,157,221,350,157,243,294,44,1
튓,U+D293,16,16,19,157,221,351,157,243,295,30,1
튔,U+D294,16,16,20,157,221,352,157,243,296,36,1
튕,U+D295,16,16,21,157,221,353,157,243,297,34,1
튖,U+D296,16,16,22,157,221,354,157,243,298,33,1
튗,U+D297,16,16,23,157,221,355,157,243,299,24,1
튘,U+D298,16,16,24,157,221,356,157,243,300,14,1
튙,U+D299,16,16,25,157,221,357,157,243,301,20,1
튚,U+D29A,16,16,26,157,221,358,157,243,302,32,1
튛,U+D29B,16,16,27,157,221,359,157,243,303,28,1
튜,U+D29C,16,17,0,57,178,-1,57,200,-1,0,0
튝,U+D29D,16,17,1,137,222,305,137,244,333,18,1
튞,U+D29E,16,17,2,137,222,306,137,244,334,31,1
튟,U+D29F,16,17,3,137,222,307,137,244,335,36,1
튠,U+D2A0,16,17,4,137,222,308,137,244,336,23,1
튡,U+D2A1,16,17,5,137,222,309,137,244,337,39,1
튢,U+D2A2,16,17,6,137,222,310,137,244,338,33,1
튣,U+D2A3,16,17,7,137,222,311,137,244,339,21,1
튤,U+D2A4,16,17,8,137,222,312,137,244,340,22,1
튥,U+D2A5,16,17,9,137,222,313,137,244,341,35,1
튦,U+D2A6,16,17,10,137,222,314,137,244,342,25,1
튧,U+D2A7,16,17,11,137,222,315,137,244,343,25,1
튨,U+D2A8,16,17,12,137,222,316,137,244,344,39,1
튩,U+D2A9,16,17,13,137,222,317,137,244,345,19,1
튪,U+D2AA,16,17,14,137,222,318,137,244,346,25,1
튫,U+D2AB,16,17,15,137,222,319,137,244,347,35,1
튬,U+D2AC,16,17,16,137,222,320,137,244,348,34,1
튭,U+D2AD,16,17,17,137,222,321,137,244,349,34,1
튮,U+D2AE,16,17,18,137,222,322,137,244,350,42,1
튯,U+D2AF,16,17,19,137,222,323,137,244,351,29,1
튰,U+D2B0,16,17,20,137,222,324,137,244,352,36,1
튱,U+D2B1,16,17,21,137,222,325,137,244,353,37,1
튲,U+D2B2,16,17,22,137,222,326,137,244,354,22,1
튳,U+D2B3,16,17,23,137,222,327,137,244,355,25,1
튴,U+D2B4,16,17,24,137,222,328,137,244,356,19,1
튵,U+D2B5,16,17,25,137,222,329,137,244,357,22,1
튶,U+D2B6,16,17,26,137,222,330,137,244,358,32,1
튷,U+D2B7,16,17,27,137,222,331,137,244,359,32,1
트,U+D2B8,16,18,0,37,179,-1,37,201,-1,0,0
특,U+D2B9,16,18,1,117,223,277,137,245,333,51,1
튺,U+D2BA,16,18,2,117,223,278,137,245,334,57,1
튻,U+D2BB,16,18,3,117,223,279,137,245,335,77,1
튼,U+D2BC,16,18,4,117,223,280,137,245,336,58,1
튽,U+D2BD,16,18,5,117,223,281,137,245,337,59,1
튾,U+D2BE,16,18,6,117,223,282,137,245,338,61,1
튿,U+D2BF,16,18,7,117,223,283,137,245,339,57,1
틀,U+D2C0,16,18,8,117,223,284,137,245,340,57,1
틁,U+D2C1,16,18,9,117,223,285,137,245,341,67,1
틂,U+D2C2,16,18,10,117,223,286,137,245,342,65,1
틃,U+D2C3,16,18,11,117,223,287,137,245,343,65,1
틄,U+D2C4,16,18,12,117,223,288,137,245,344,79,1
틅,U+D2C5,16,18,13,117,223,289,137,245,345,59,1
틆,U+D2C6,16,18,14,117,223,290,137,245,346,65,1
틇,U+D2C7,16,18,15,117,223,291,137,245,347,75,1
틈,U+D2C8,16,18,16,117,223,292,137,245,348,64,1
틉,U+D2C9,16,18,17,117,223,293,137,245,349,64,1
틊,U+D2CA,16,18,18,117,223,294,137,245,350,83,1
틋,U+D2CB,16,18,19,117,223,295,137,245,351,69,1
틌,U+D2CC,16,18,20,117,223,296,137,245,352,75,1
틍,U+D2CD,16,18,21,117,223,297,137,245,353,73,1
틎,U+D2CE,16,18,22,117,223,298,137,245,354,72,1
틏,U+D2CF,16,18,23,117,223,299,137,245,355,63,1
틐,U+D2D0,16,18,24,117,223,300,137,245,356,53,1
틑,U+D2D1,16,18,25,117,223,301,137,245,357,59,1
틒,U+D2D2,16,18,26,117,223,302,137,245,358,71,1
틓,U+D2D3,16,18,27,117,223,303,137,245,359,67,1
틔,U+D2D4,16,19,0,77,180,-1,77,202,-1,0,0
틕,U+D2D5,16,19,1,157,224,333,157,246,277,12,1
틖,U+D2D6,16,19,2,157,224,334,157,246,278,18,1
틗,U+D2D7,16,19,3,157,224,335,157,246,279,38,1
틘,U+D2D8,16,19,4,157,224,336,157,246,280,19,1
틙,U+D2D9,16,19,5,157,224,337,157,246,281,20,1
틚,U+D2DA,16,19,6,157,224,338,157,246,282,22,1
틛,U+D2DB,16,19,7,157,224,339,157,246,283,18,1
틜,U+D2DC,16,19,8,157,224,340,157,246,284,18,1
틝,U+D2DD,16,19,9,157,224,341,157,246,285,28,1
틞,U+D2DE,16,19,10,157,224,342,157,246,286,26,1
틟,U+D2DF,16,19,11,157,224,343,157,246,287,26,1
틠,U+D2E0,16,19,12,157,224,344,157,246,288,40,1
틡,U+D2E1,16,19,13,157,224,345,157,246,289,20,1
틢,U+D2E2,16,19,14,157,224,346,157,246,290,26,1
틣,U+D2E3,16,19,15,157,224,347,157,246,291,36,1
틤,U+D2E4,16,19,16,157,224,348,157,246,292,25,1
틥,U+D2E5,16,19,17,157,224,349,157,246,293,25,1
틦,U+D2E6,16,19,18,157,224,350,157,246,294,44,1
틧,U+D2E7,16,19,19,157,224,351,157,246,295,30,1
틨,U+D2E8,16,19,20,157,224,352,157,246,296,36,1
틩,U+D2E9,16,19,21,157,224,353,157,246,297,34,1
틪,U+D2EA,16,19,22,157,224,354,157,246,298,33,1
틫,U+D2EB,16,19,23,157,224,355,157,246,299,24,1
틬,U+D2EC,16,19,24,157,224,356,157,246,300,14,1
틭,U+D2ED,16,19,25,157,224,357,157,246,301,20,1
틮,U+D2EE,16,19,26,157,224,358,157,246,302,32,1
틯,U+D2EF,16,19,27,157,224,359,157,246,303,28,1
티,U+D2F0,16,20,0,17,181,-1,17,203,-1,0,0
틱,U+D2F1,16,20,1,97,225,249,117,247,277,15,1
틲,U+D2F2,16,20,2,97,225,250,117,247,278,15,1
틳,U+D2F3,16,20,3,97,225,251,117,247,279,15,1
틴,U+D2F4,16,20,4,97,225,252,117,247,280,15,1
틵,U+D2F5,16,20,5,97,225,253,117,247,281,15,1
틶,U+D2F6,16,20,6,97,225,254,117,247,282,15,1
틷,U+D2F7,16,20,7,97,225,255,117,247,283,15,1
틸,U+D2F8,16,20,8,97,225,256,117,247,284,15,1
틹,U+D2F9,16,20,9,97,225,257,117,247,285,15,1
틺,U+D2FA,16,20,10,97,225,258,117,247,286,15,1
틻,U+D2FB,16,20,11,97,225,259,117,247,287,15,1
틼,U+D2FC,16,20,12,97,225,260,117,247,288,15,1
틽,U+D2FD,16,20,13,97,225,261,117,247,289,15,1
틾,U+D2FE,16,20,14,97,225,262,117,247,290,15,1
틿,U+D2FF,16,20,15,97,225,263,117,247,291,15,1
팀,U+D300,16,20,16,97,225,264,117,247,292,15,1
팁,U+D301,16,20,17,97,225,265,117,247,293,15,1
팂,U+D302,16,20,18,97,225,266,117,247,294,15,1
팃,U+D303,16,20,19,97,225,267,117,247,295,15,1
팄,U+D304,16,20,20,97,225,268,117,247,296,15,1
팅,U+D305,16,20,21,97,225,269,117,247,297,15,1
팆,U+D306,16,20,22,97,225,270,117,247,298,15,1
팇,U+D307,16,20,23,97,225,271,117,247,299,15,1
팈,U+D308,16,20,24,97,225,272,117,247,300,15,1
팉,U+D309,16,20,25,97,225,273,117,247,301,15,1
팊,U+D30A,16,20,26,97,225,274,117,247,302,15,1
팋,U+D30B,16,20,27,97,225,275,117,247,303,15,1
파,U+D30C,17,0,0,18,161,-1,18,183,-1,0,0
팍,U+D30D,17,0,1,98,205,249,118,227,249,32,1
팎,U+D30E,17,0,2,98,205,250,118,227,250,32,1
팏,U+D30F,17,0,3,98,205,251,118,227,251,32,1
판,U+D310,17,0,4,98,205,252,118,227,252,32,1
팑,U+D311,17,0,5,98,205,253,118,227,253,32,1
팒,U+D312,17,0,6,98,205,254,118,227,254,32,1
팓,U+D313,17,0,7,98,205,255,118,227,255,32,1
팔,U+D314,17,0,8,98,205,256,118,227,256,32,1
팕,U+D315,17,0,9,98,205,257,118,227,257,32,1
팖,U+D316,17,0,10,98,205,258,118,227,258,32,1
팗,U+D317,17,0,11,98,205,259,118,227,259,32,1
팘,U+D318,17,0,12,98,205,260,118,227,260,32,1
팙,U+D319,17,0,13,98,205,261,118,227,261,32,1
팚,U+D31A,17,0,14,98,205,262,118,227,262,32,1
팛,U+D31B,17,0,15,98,205,263,118,227,263,32,1
팜,U+D31C,17,0,16,98,205,264,118,227,264,32,1
팝,U+D31D,17,0,17,98,205,265,118,227,265,32,1
팞,U+D31E,17,0,18,98,205,266,118,227,266,32,1
팟,U+D31F,17,0,19,98,205,267,118,227,267,32,1
팠,U+D320,17,0,20,98,205,268,118,227,268,32,1
팡,U+D321,17,0,21,98,205,269,118,227,269,32,1
팢,U+D322,17,0,22,98,205,270,118,227,270,32,1
팣,U+D323,17,0,23,98,205,271,118,227,271,32,1
팤,U+D324,17,0,24,98,205,272,118,227,272,32,1
팥,U+D325,17,0,25,98,205,273,118,227,273,32,1
팦,U+D326,17,0,26,98,205,274,118,227,274,32,1
팧,U+D327,17,0,27,98,205,275,118,227,275,32,1
패,U+D328,17,1,0,18,162,-1,18,184,-1,0,0
팩,U+D329,17,1,1,98,206,249,118,228,305,40,1
팪,U+D32A,17,1,2,98,206,250,118,228,306,48,1
팫,U+D32B,17,1,3,98,206,251,118,228,307,32,1
팬,U+D32C,17,1,4,98,206,252,118,228,308,42,1
팭,U+D32D,17,1,5,98,206,253,118,228,309,51,1
팮,U+D32E,17,1,6,98,206,254,118,228,310,44,1
팯,U+D32F,17,1,7,98,206,255,118,228,311,41,1
팰,U+D330,17,1,8,98,206,256,118,228,312,36,1
팱,U+D331,17,1,9,98,206,257,118,228,313,40,1
팲,U+D332,17,1,10,98,206,258,118,228,314,31,1
팳,U+D333,17,1,11,98,206,259,118,228,315,31,1
팴,U+D334,17,1,12,98,206,260,118,228,316,31,1
팵,U+D335,17,1,13,98,206,261,118,228,317,31,1
팶,U+D336,17,1,14,98,206,262,118,228,318,31,1
팷,U+D337,17,1,15,98,206,263,118,228,319,31,1
팸,U+D338,17,1,16,98,206,264,118,228,320,47,1
팹,U+D339,17,1,17,98,206,265,118,228,321,47,1
팺,U+D33A,17,1,18,98,206,266,118,228,322,31,1
팻,U+D33B,17,1,19,98,206,267,118,228,323,31,1
팼,U+D33C,17,1,20,98,206,268,118,228,324,31,1
팽,U+D33D,17,1,21,98,206,269,118,228,325,47,1
팾,U+D33E,17,1,22,98,206,270,118,228,326,50,1
팿,U+D33F,17,1,23,98,206,271,118,228,327,37,1
퍀,U+D340,17,1,24,98,206,272,118,228,328,39,1
퍁,U+D341,17,1,25,98,206,273,118,228,329,34,1
퍂,U+D342,17,1,26,98,206,274,118,228,330,35,1
퍃,U+D343,17,1,27,98,206,275,118,228,331,37,1
퍄,U+D344,17,2,0,18,163,-1,18,185,-1,0,0
퍅,U+D345,17,2,1,98,207,249,118,229,249,32,1
퍆,U+D346,17,2,2,98,207,250,118,229,250,32,1
퍇,U+D347,17,2,3,98,207,251,118,229,251,32,1
퍈,U+D348,17,2,4,98,207,252,118,229,252,32,1
퍉,U+D349,17,2,5,98,207,253,118,229,253,32,1
퍊,U+D34A,17,2,6,98,207,254,118,229,254,32,1
퍋,U+D34B,17,2,7,98,207,255,118,229,255,32,1
퍌,U+D34C,17,2,8,98,207,256,118,229,256,32,1
퍍,U+D34D,17,2,9,98,207,257,118,229,257,32,1
퍎,U+D34E,17,2,10,98,207,258,118,229,258,32,1
퍏,U+D34F,17,2,11,98,207,259,118,229,259,32,1
퍐,U+D350,17,2,12,98,207,260,118,229,260,32,1
퍑,U+D351,17,2,13,98,207,261,118,229,261,32,1
퍒,U+D352,17,2,14,98,207,262,118,229,262,32,1
퍓,U+D353,17,2,15,98,207,263,118,229,263,32,1
퍔,U+D354,17,2,16,98,207,264,118,229,264,32,1
퍕,U+D355,17,2,17,98,207,265,118,229,265,32,1
퍖,U+D356,17,2,18,98,207,266,118,229,266,32,1
퍗,U+D357,17,2,19,98,207,267,118,229,267,32,1
퍘,U+D358,17,2,20,98,207,268,118,229,268,32,1
퍙,U+D359,17,2,21,98,207,269,118,229,269,32,1
퍚,U+D35A,17,2,22,98,207,270,118,229,270,32,1
퍛,U+D35B,17,2,23,98,207,271,118,229,271,32,1
퍜,U+D35C,17,2,24,98,207,272,118,229,272,32,1
퍝,U+D35D,17,2,25,98,207,273,118,229,273,32,1
퍞,U+D35E,17,2,26,98,207,274,118,229,274,32,1
퍟,U+D35F,17,2,27,98,207,275,118,229,275,32,1
퍠,U+D360,17,3,0,18,164,-1,18,186,-1,0,0
퍡,U+D361,17,3,1,98,208,249,118,230,305,40,1
퍢,U+D362,17,3,2,98,208,250,118,230,306,48,1
퍣,U+D363,17,3,3,98,208,251,118,230,307,32,1
퍤,U+D364,17,3,4,98,208,252,118,230,308,42,1
퍥,U+D365,17,3,5,98,208,253,118,230,309,51,1
퍦,U+D366,17,3,6,98,208,254,118,230,310,44,1
퍧,U+D367,17,3,7,98,208,255,118,230,311,41,1
퍨,U+D368,17,3,8,98,208,256,118,230,312,36,1
퍩,U+D369,17,3,9,98,208,257,118,230,313,40,1
퍪,U+D36A,17,3,10,98,208,258,118,230,314,31,1
퍫,U+D36B,17,3,11,98,208,259,118,230,315,31,1
퍬,U+D36C,17,3,12,98,208,260,118,230,316,31,1
퍭,U+D36D,17,3,13,98,208,261,118,230,317,31,1
퍮,U+D36E,17,3,14,98,208,262,118,230,318,31,1
퍯,U+D36F,17,3,15,98,208,263,118,230,319,31,1
퍰,U+D370,17,3,16,98,208,264,118,230,320,47,1
퍱,U+D371,17,3,17,98,208,265,118,230,321,47,1
퍲,U+D372,17,3,18,98,208,266,118,230,322,31,1
퍳,U+D373,17,3,19,98,208,267,118,230,323,31,1
퍴,U+D374,17,3,20,98,208,268,118,230,324,31,1
퍵,U+D375,17,3,21,98,208,269,118,230,325,47,1
퍶,U+D376,17,3,22,98,208,270,118,230,326,50,1
퍷,U+D377,17,3,23,98,208,271,118,230,327,37,1
퍸,U+D378,17,3,24,98,208,272,118,230,328,39,1
퍹,U+D379,17,3,25,98,208,273,118,230,329,34,1
퍺,U+D37A,17,3,26,98,208,274,118,230,330,35,1
퍻,U+D37B,17,3,27,98,208,275,118,230,331,37,1
