char,unicode,cho,jung,jong,v240_cho_piece,v240_jung_piece,v240_jong_piece,official_cho_piece,official_jung_piece,official_jong_piece,pixel_hamming,changed
땮,U+B56E,4,2,6,85,207,254,105,229,254,19,1
땯,U+B56F,4,2,7,85,207,255,105,229,255,19,1
땰,U+B570,4,2,8,85,207,256,105,229,256,19,1
땱,U+B571,4,2,9,85,207,257,105,229,257,19,1
땲,U+B572,4,2,10,85,207,258,105,229,258,19,1
땳,U+B573,4,2,11,85,207,259,105,229,259,19,1
땴,U+B574,4,2,12,85,207,260,105,229,260,19,1
땵,U+B575,4,2,13,85,207,261,105,229,261,19,1
땶,U+B576,4,2,14,85,207,262,105,229,262,19,1
땷,U+B577,4,2,15,85,207,263,105,229,263,19,1
땸,U+B578,4,2,16,85,207,264,105,229,264,19,1
땹,U+B579,4,2,17,85,207,265,105,229,265,19,1
땺,U+B57A,4,2,18,85,207,266,105,229,266,19,1
땻,U+B57B,4,2,19,85,207,267,105,229,267,19,1
땼,U+B57C,4,2,20,85,207,268,105,229,268,19,1
땽,U+B57D,4,2,21,85,207,269,105,229,269,19,1
땾,U+B57E,4,2,22,85,207,270,105,229,270,19,1
땿,U+B57F,4,2,23,85,207,271,105,229,271,19,1
떀,U+B580,4,2,24,85,207,272,105,229,272,19,1
떁,U+B581,4,2,25,85,207,273,105,229,273,19,1
떂,U+B582,4,2,26,85,207,274,105,229,274,19,1
떃,U+B583,4,2,27,85,207,275,105,229,275,19,1
떄,U+B584,4,3,0,5,164,-1,5,186,-1,0,0
떅,U+B585,4,3,1,85,208,249,105,230,305,27,1
떆,U+B586,4,3,2,85,208,250,105,230,306,35,1
떇,U+B587,4,3,3,85,208,251,105,230,307,19,1
떈,U+B588,4,3,4,85,208,252,105,230,308,29,1
떉,U+B589,4,3,5,85,208,253,105,230,309,38,1
떊,U+B58A,4,3,6,85,208,254,105,230,310,31,1
떋,U+B58B,4,3,7,85,208,255,105,230,311,28,1
떌,U+B58C,4,3,8,85,208,256,105,230,312,23,1
떍,U+B58D,4,3,9,85,208,257,105,230,313,27,1
떎,U+B58E,4,3,10,85,208,258,105,230,314,18,1
떏,U+B58F,4,3,11,85,208,259,105,230,315,18,1
떐,U+B590,4,3,12,85,208,260,105,230,316,18,1
떑,U+B591,4,3,13,85,208,261,105,230,317,18,1
떒,U+B592,4,3,14,85,208,262,105,230,318,18,1
떓,U+B593,4,3,15,85,208,263,105,230,319,18,1
떔,U+B594,4,3,16,85,208,264,105,230,320,34,1
떕,U+B595,4,3,17,85,208,265,105,230,321,34,1
떖,U+B596,4,3,18,85,208,266,105,230,322,18,1
떗,U+B597,4,3,19,85,208,267,105,230,323,18,1
떘,U+B598,4,3,20,85,208,268,105,230,324,18,1
떙,U+B599,4,3,21,85,208,269,105,230,325,34,1
떚,U+B59A,4,3,22,85,208,270,105,230,326,37,1
떛,U+B59B,4,3,23,85,208,271,105,230,327,24,1
떜,U+B59C,4,3,24,85,208,272,105,230,328,26,1
떝,U+B59D,4,3,25,85,208,273,105,230,329,21,1
떞,U+B59E,4,3,26,85,208,274,105,230,330,22,1
떟,U+B59F,4,3,27,85,208,275,105,230,331,24,1
떠,U+B5A0,4,4,0,5,165,-1,5,187,-1,0,0
떡,U+B5A1,4,4,1,85,209,249,105,231,277,19,1
떢,U+B5A2,4,4,2,85,209,250,105,231,278,19,1
떣,U+B5A3,4,4,3,85,209,251,105,231,279,19,1
떤,U+B5A4,4,4,4,85,209,252,105,231,280,19,1
떥,U+B5A5,4,4,5,85,209,253,105,231,281,19,1
떦,U+B5A6,4,4,6,85,209,254,105,231,282,19,1
떧,U+B5A7,4,4,7,85,209,255,105,231,283,19,1
떨,U+B5A8,4,4,8,85,209,256,105,231,284,19,1
떩,U+B5A9,4,4,9,85,209,257,105,231,285,19,1
떪,U+B5AA,4,4,10,85,209,258,105,231,286,19,1
떫,U+B5AB,4,4,11,85,209,259,105,231,287,19,1
떬,U+B5AC,4,4,12,85,209,260,105,231,288,19,1
떭,U+B5AD,4,4,13,85,209,261,105,231,289,19,1
떮,U+B5AE,4,4,14,85,209,262,105,231,290,19,1
떯,U+B5AF,4,4,15,85,209,263,105,231,291,19,1
떰,U+B5B0,4,4,16,85,209,264,105,231,292,19,1
떱,U+B5B1,4,4,17,85,209,265,105,231,293,19,1
떲,U+B5B2,4,4,18,85,209,266,105,231,294,19,1
떳,U+B5B3,4,4,19,85,209,267,105,231,295,19,1
떴,U+B5B4,4,4,20,85,209,268,105,231,296,19,1
떵,U+B5B5,4,4,21,85,209,269,105,231,297,19,1
떶,U+B5B6,4,4,22,85,209,270,105,231,298,19,1
떷,U+B5B7,4,4,23,85,209,271,105,231,299,19,1
떸,U+B5B8,4,4,24,85,209,272,105,231,300,19,1
떹,U+B5B9,4,4,25,85,209,273,105,231,301,19,1
떺,U+B5BA,4,4,26,85,209,274,105,231,302,19,1
떻,U+B5BB,4,4,27,85,209,275,105,231,303,19,1
떼,U+B5BC,4,5,0,5,166,-1,5,188,-1,0,0
떽,U+B5BD,4,5,1,85,210,249,105,232,305,26,1
떾,U+B5BE,4,5,2,85,210,250,105,232,306,34,1
떿,U+B5BF,4,5,3,85,210,251,105,232,307,18,1
뗀,U+B5C0,4,5,4,85,210,252,105,232,308,28,1
뗁,U+B5C1,4,5,5,85,210,253,105,232,309,37,1
뗂,U+B5C2,4,5,6,85,210,254,105,232,310,30,1
뗃,U+B5C3,4,5,7,85,210,255,105,232,311,27,1
뗄,U+B5C4,4,5,8,85,210,256,105,232,312,22,1
뗅,U+B5C5,4,5,9,85,210,257,105,232,313,26,1
뗆,U+B5C6,4,5,10,85,210,258,105,232,314,17,1
뗇,U+B5C7,4,5,11,85,210,259,105,232,315,17,1
뗈,U+B5C8,4,5,12,85,210,260,105,232,316,17,1
뗉,U+B5C9,4,5,13,85,210,261,105,232,317,17,1
뗊,U+B5CA,4,5,14,85,210,262,105,232,318,17,1
뗋,U+B5CB,4,5,15,85,210,263,105,232,319,17,1
뗌,U+B5CC,4,5,16,85,210,264,105,232,320,33,1
뗍,U+B5CD,4,5,17,85,210,265,105,232,321,33,1
뗎,U+B5CE,4,5,18,85,210,266,105,232,322,17,1
뗏,U+B5CF,4,5,19,85,210,267,105,232,323,17,1
뗐,U+B5D0,4,5,20,85,210,268,105,232,324,17,1
뗑,U+B5D1,4,5,21,85,210,269,105,232,325,33,1
뗒,U+B5D2,4,5,22,85,210,270,105,232,326,36,1
뗓,U+B5D3,4,5,23,85,210,271,105,232,327,23,1
뗔,U+B5D4,4,5,24,85,210,272,105,232,328,25,1
뗕,U+B5D5,4,5,25,85,210,273,105,232,329,20,1
뗖,U+B5D6,4,5,26,85,210,274,105,232,330,21,1
뗗,U+B5D7,4,5,27,85,210,275,105,232,331,23,1
뗘,U+B5D8,4,6,0,5,167,-1,5,189,-1,0,0
뗙,U+B5D9,4,6,1,85,211,249,105,233,277,18,1
뗚,U+B5DA,4,6,2,85,211,250,105,233,278,18,1
뗛,U+B5DB,4,6,3,85,211,251,105,233,279,18,1
뗜,U+B5DC,4,6,4,85,211,252,105,233,280,18,1
뗝,U+B5DD,4,6,5,85,211,253,105,233,281,18,1
뗞,U+B5DE,4,6,6,85,211,254,105,233,282,18,1
뗟,U+B5DF,4,6,7,85,211,255,105,233,283,18,1
뗠,U+B5E0,4,6,8,85,211,256,105,233,284,18,1
뗡,U+B5E1,4,6,9,85,211,257,105,233,285,18,1
뗢,U+B5E2,4,6,10,85,211,258,105,233,286,18,1
뗣,U+B5E3,4,6,11,85,211,259,105,233,287,18,1
뗤,U+B5E4,4,6,12,85,211,260,105,233,288,18,1
뗥,U+B5E5,4,6,13,85,211,261,105,233,289,18,1
뗦,U+B5E6,4,6,14,85,211,262,105,233,290,18,1
뗧,U+B5E7,4,6,15,85,211,263,105,233,291,18,1
뗨,U+B5E8,4,6,16,85,211,264,105,233,292,18,1
뗩,U+B5E9,4,6,17,85,211,265,105,233,293,18,1
뗪,U+B5EA,4,6,18,85,211,266,105,233,294,18,1
뗫,U+B5EB,4,6,19,85,211,267,105,233,295,18,1
뗬,U+B5EC,4,6,20,85,211,268,105,233,296,18,1
뗭,U+B5ED,4,6,21,85,211,269,105,233,297,18,1
뗮,U+B5EE,4,6,22,85,211,270,105,233,298,18,1
뗯,U+B5EF,4,6,23,85,211,271,105,233,299,18,1
뗰,U+B5F0,4,6,24,85,211,272,105,233,300,18,1
뗱,U+B5F1,4,6,25,85,211,273,105,233,301,18,1
뗲,U+B5F2,4,6,26,85,211,274,105,233,302,18,1
뗳,U+B5F3,4,6,27,85,211,275,105,233,303,18,1
뗴,U+B5F4,4,7,0,5,168,-1,5,190,-1,0,0
뗵,U+B5F5,4,7,1,85,212,249,105,234,305,25,1
뗶,U+B5F6,4,7,2,85,212,250,105,234,306,33,1
뗷,U+B5F7,4,7,3,85,212,251,105,234,307,17,1
뗸,U+B5F8,4,7,4,85,212,252,105,234,308,27,1
뗹,U+B5F9,4,7,5,85,212,253,105,234,309,36,1
뗺,U+B5FA,4,7,6,85,212,254,105,234,310,29,1
뗻,U+B5FB,4,7,7,85,212,255,105,234,311,26,1
뗼,U+B5FC,4,7,8,85,212,256,105,234,312,21,1
뗽,U+B5FD,4,7,9,85,212,257,105,234,313,25,1
뗾,U+B5FE,4,7,10,85,212,258,105,234,314,16,1
뗿,U+B5FF,4,7,11,85,212,259,105,234,315,16,1
똀,U+B600,4,7,12,85,212,260,105,234,316,16,1
똁,U+B601,4,7,13,85,212,261,105,234,317,16,1
똂,U+B602,4,7,14,85,212,262,105,234,318,16,1
똃,U+B603,4,7,15,85,212,263,105,234,319,16,1
똄,U+B604,4,7,16,85,212,264,105,234,320,32,1
똅,U+B605,4,7,17,85,212,265,105,234,321,32,1
똆,U+B606,4,7,18,85,212,266,105,234,322,16,1
똇,U+B607,4,7,19,85,212,267,105,234,323,16,1
똈,U+B608,4,7,20,85,212,268,105,234,324,16,1
똉,U+B609,4,7,21,85,212,269,105,234,325,32,1
똊,U+B60A,4,7,22,85,212,270,105,234,326,35,1
똋,U+B60B,4,7,23,85,212,271,105,234,327,22,1
똌,U+B60C,4,7,24,85,212,272,105,234,328,24,1
똍,U+B60D,4,7,25,85,212,273,105,234,329,19,1
똎,U+B60E,4,7,26,85,212,274,105,234,330,20,1
똏,U+B60F,4,7,27,85,212,275,105,234,331,22,1
또,U+B610,4,8,0,25,169,-1,25,191,-1,0,0
똑,U+B611,4,8,1,105,213,277,125,235,333,46,1
똒,U+B612,4,8,2,105,213,278,125,235,334,52,1
똓,U+B613,4,8,3,105,213,279,125,235,335,72,1
똔,U+B614,4,8,4,105,213,280,125,235,336,53,1
똕,U+B615,4,8,5,105,213,281,125,235,337,54,1
똖,U+B616,4,8,6,105,213,282,125,235,338,56,1
똗,U+B617,4,8,7,105,213,283,125,235,339,52,1
똘,U+B618,4,8,8,105,213,284,125,235,340,52,1
똙,U+B619,4,8,9,105,213,285,125,235,341,62,1
똚,U+B61A,4,8,10,105,213,286,125,235,342,60,1
똛,U+B61B,4,8,11,105,213,287,125,235,343,60,1
똜,U+B61C,4,8,12,105,213,288,125,235,344,74,1
똝,U+B61D,4,8,13,105,213,289,125,235,345,54,1
똞,U+B61E,4,8,14,105,213,290,125,235,346,60,1
똟,U+B61F,4,8,15,105,213,291,125,235,347,70,1
똠,U+B620,4,8,16,105,213,292,125,235,348,59,1
똡,U+B621,4,8,17,105,213,293,125,235,349,59,1
똢,U+B622,4,8,18,105,213,294,125,235,350,78,1
똣,U+B623,4,8,19,105,213,295,125,235,351,64,1
똤,U+B624,4,8,20,105,213,296,125,235,352,70,1
똥,U+B625,4,8,21,105,213,297,125,235,353,68,1
똦,U+B626,4,8,22,105,213,298,125,235,354,67,1
똧,U+B627,4,8,23,105,213,299,125,235,355,58,1
똨,U+B628,4,8,24,105,213,300,125,235,356,48,1
똩,U+B629,4,8,25,105,213,301,125,235,357,54,1
똪,U+B62A,4,8,26,105,213,302,125,235,358,66,1
똫,U+B62B,4,8,27,105,213,303,125,235,359,62,1
똬,U+B62C,4,9,0,65,170,-1,65,192,-1,0,0
똭,U+B62D,4,9,1,145,214,333,145,236,249,12,1
똮,U+B62E,4,9,2,145,214,334,145,236,250,18,1
똯,U+B62F,4,9,3,145,214,335,145,236,251,38,1
똰,U+B630,4,9,4,145,214,336,145,236,252,19,1
똱,U+B631,4,9,5,145,214,337,145,236,253,20,1
똲,U+B632,4,9,6,145,214,338,145,236,254,22,1
똳,U+B633,4,9,7,145,214,339,145,236,255,18,1
똴,U+B634,4,9,8,145,214,340,145,236,256,18,1
똵,U+B635,4,9,9,145,214,341,145,236,257,28,1
똶,U+B636,4,9,10,145,214,342,145,236,258,26,1
똷,U+B637,4,9,11,145,214,343,145,236,259,26,1
똸,U+B638,4,9,12,145,214,344,145,236,260,40,1
똹,U+B639,4,9,13,145,214,345,145,236,261,20,1
똺,U+B63A,4,9,14,145,214,346,145,236,262,26,1
똻,U+B63B,4,9,15,145,214,347,145,236,263,36,1
똼,U+B63C,4,9,16,145,214,348,145,236,264,25,1
똽,U+B63D,4,9,17,145,214,349,145,236,265,25,1
똾,U+B63E,4,9,18,145,214,350,145,236,266,44,1
똿,U+B63F,4,9,19,145,214,351,145,236,267,30,1
뙀,U+B640,4,9,20,145,214,352,145,236,268,36,1
뙁,U+B641,4,9,21,145,214,353,145,236,269,34,1
뙂,U+B642,4,9,22,145,214,354,145,236,270,33,1
뙃,U+B643,4,9,23,145,214,355,145,236,271,24,1
뙄,U+B644,4,9,24,145,214,356,145,236,272,14,1
뙅,U+B645,4,9,25,145,214,357,145,236,273,20,1
뙆,U+B646,4,9,26,145,214,358,145,236,274,32,1
뙇,U+B647,4,9,27,145,214,359,145,236,275,28,1
뙈,U+B648,4,10,0,65,171,-1,65,193,-1,0,0
뙉,U+B649,4,10,1,145,215,333,145,237,305,19,1
뙊,U+B64A,4,10,2,145,215,334,145,237,306,31,1
뙋,U+B64B,4,10,3,145,215,335,145,237,307,37,1
뙌,U+B64C,4,10,4,145,215,336,145,237,308,24,1
뙍,U+B64D,4,10,5,145,215,337,145,237,309,40,1
뙎,U+B64E,4,10,6,145,215,338,145,237,310,33,1
뙏,U+B64F,4,10,7,145,215,339,145,237,311,22,1
뙐,U+B650,4,10,8,145,215,340,145,237,312,23,1
뙑,U+B651,4,10,9,145,215,341,145,237,313,35,1
뙒,U+B652,4,10,10,145,215,342,145,237,314,26,1
뙓,U+B653,4,10,11,145,215,343,145,237,315,26,1
뙔,U+B654,4,10,12,145,215,344,145,237,316,40,1
뙕,U+B655,4,10,13,145,215,345,145,237,317,20,1
뙖,U+B656,4,10,14,145,215,346,145,237,318,26,1
뙗,U+B657,4,10,15,145,215,347,145,237,319,36,1
뙘,U+B658,4,10,16,145,215,348,145,237,320,35,1
뙙,U+B659,4,10,17,145,215,349,145,237,321,35,1
뙚,U+B65A,4,10,18,145,215,350,145,237,322,44,1
뙛,U+B65B,4,10,19,145,215,351,145,237,323,30,1
뙜,U+B65C,4,10,20,145,215,352,145,237,324,36,1
뙝,U+B65D,4,10,21,145,215,353,145,237,325,38,1
뙞,U+B65E,4,10,22,145,215,354,145,237,326,22,1
뙟,U+B65F,4,10,23,145,215,355,145,237,327,26,1
뙠,U+B660,4,10,24,145,215,356,145,237,328,20,1
뙡,U+B661,4,10,25,145,215,357,145,237,329,23,1
뙢,U+B662,4,10,26,145,215,358,145,237,330,32,1
뙣,U+B663,4,10,27,145,215,359,145,237,331,32,1
뙤,U+B664,4,11,0,65,172,-1,65,194,-1,0,0
뙥,U+B665,4,11,1,145,216,333,145,238,277,12,1
뙦,U+B666,4,11,2,145,216,334,145,238,278,18,1
뙧,U+B667,4,11,3,145,216,335,145,238,279,38,1
뙨,U+B668,4,11,4,145,216,336,145,238,280,19,1
뙩,U+B669,4,11,5,145,216,337,145,238,281,20,1
뙪,U+B66A,4,11,6,145,216,338,145,238,282,22,1
뙫,U+B66B,4,11,7,145,216,339,145,238,283,18,1
뙬,U+B66C,4,11,8,145,216,340,145,238,284,18,1
뙭,U+B66D,4,11,9,145,216,341,145,238,285,28,1
뙮,U+B66E,4,11,10,145,216,342,145,238,286,26,1
뙯,U+B66F,4,11,11,145,216,343,145,238,287,26,1
뙰,U+B670,4,11,12,145,216,344,145,238,288,40,1
뙱,U+B671,4,11,13,145,216,345,145,238,289,20,1
뙲,U+B672,4,11,14,145,216,346,145,238,290,26,1
뙳,U+B673,4,11,15,145,216,347,145,238,291,36,1
뙴,U+B674,4,11,16,145,216,348,145,238,292,25,1
뙵,U+B675,4,11,17,145,216,349,145,238,293,25,1
뙶,U+B676,4,11,18,145,216,350,145,238,294,44,1
뙷,U+B677,4,11,19,145,216,351,145,238,295,30,1
뙸,U+B678,4,11,20,145,216,352,145,238,296,36,1
뙹,U+B679,4,11,21,145,216,353,145,238,297,34,1
뙺,U+B67A,4,11,22,145,216,354,145,238,298,33,1
뙻,U+B67B,4,11,23,145,216,355,145,238,299,24,1
뙼,U+B67C,4,11,24,145,216,356,145,238,300,14,1
뙽,U+B67D,4,11,25,145,216,357,145,238,301,20,1
뙾,U+B67E,4,11,26,145,216,358,145,238,302,32,1
뙿,U+B67F,4,11,27,145,216,359,145,238,303,28,1
뚀,U+B680,4,12,0,25,173,-1,25,195,-1,0,0
뚁,U+B681,4,12,1,105,217,277,125,239,333,47,1
뚂,U+B682,4,12,2,105,217,278,125,239,334,53,1
뚃,U+B683,4,12,3,105,217,279,125,239,335,73,1
뚄,U+B684,4,12,4,105,217,280,125,239,336,54,1
뚅,U+B685,4,12,5,105,217,281,125,239,337,55,1
뚆,U+B686,4,12,6,105,217,282,125,239,338,57,1
뚇,U+B687,4,12,7,105,217,283,125,239,339,53,1
뚈,U+B688,4,12,8,105,217,284,125,239,340,53,1
뚉,U+B689,4,12,9,105,217,285,125,239,341,63,1
뚊,U+B68A,4,12,10,105,217,286,125,239,342,61,1
뚋,U+B68B,4,12,11,105,217,287,125,239,343,61,1
뚌,U+B68C,4,12,12,105,217,288,125,239,344,75,1
뚍,U+B68D,4,12,13,105,217,289,125,239,345,55,1
뚎,U+B68E,4,12,14,105,217,290,125,239,346,61,1
뚏,U+B68F,4,12,15,105,217,291,125,239,347,71,1
뚐,U+B690,4,12,16,105,217,292,125,239,348,60,1
뚑,U+B691,4,12,17,105,217,293,125,239,349,60,1
뚒,U+B692,4,12,18,105,217,294,125,239,350,79,1
뚓,U+B693,4,12,19,105,217,295,125,239,351,65,1
뚔,U+B694,4,12,20,105,217,296,125,239,352,71,1
뚕,U+B695,4,12,21,105,217,297,125,239,353,69,1
뚖,U+B696,4,12,22,105,217,298,125,239,354,68,1
뚗,U+B697,4,12,23,105,217,299,125,239,355,59,1
뚘,U+B698,4,12,24,105,217,300,125,239,356,49,1
뚙,U+B699,4,12,25,105,217,301,125,239,357,55,1
뚚,U+B69A,4,12,26,105,217,302,125,239,358,67,1
뚛,U+B69B,4,12,27,105,217,303,125,239,359,63,1
뚜,U+B69C,4,13,0,45,174,-1,45,196,-1,0,0
뚝,U+B69D,4,13,1,125,218,305,125,240,333,19,1
뚞,U+B69E,4,13,2,125,218,306,125,240,334,31,1
뚟,U+B69F,4,13,3,125,218,307,125,240,335,37,1
뚠,U+B6A0,4,13,4,125,218,308,125,240,336,23,1
뚡,U+B6A1,4,13,5,125,218,309,125,240,337,39,1
뚢,U+B6A2,4,13,6,125,218,310,125,240,338,33,1
뚣,U+B6A3,4,13,7,125,218,311,125,240,339,22,1
뚤,U+B6A4,4,13,8,125,218,312,125,240,340,23,1
뚥,U+B6A5,4,13,9,125,218,313,125,240,341,35,1
뚦,U+B6A6,4,13,10,125,218,314,125,240,342,26,1
뚧,U+B6A7,4,13,11,125,218,315,125,240,343,26,1
뚨,U+B6A8,4,13,12,125,218,316,125,240,344,40,1
뚩,U+B6A9,4,13,13,125,218,317,125,240,345,20,1
뚪,U+B6AA,4,13,14,125,218,318,125,240,346,26,1
뚫,U+B6AB,4,13,15,125,218,319,125,240,347,36,1
뚬,U+B6AC,4,13,16,125,218,320,125,240,348,35,1
뚭,U+B6AD,4,13,17,125,218,321,125,240,349,34,1
뚮,U+B6AE,4,13,18,125,218,322,125,240,350,43,1
뚯,U+B6AF,4,13,19,125,218,323,125,240,351,29,1
뚰,U+B6B0,4,13,20,125,218,324,125,240,352,35,1
뚱,U+B6B1,4,13,21,125,218,325,125,240,353,37,1
뚲,U+B6B2,4,13,22,125,218,326,125,240,354,22,1
뚳,U+B6B3,4,13,23,125,218,327,125,240,355,25,1
뚴,U+B6B4,4,13,24,125,218,328,125,240,356,20,1
뚵,U+B6B5,4,13,25,125,218,329,125,240,357,23,1
뚶,U+B6B6,4,13,26,125,218,330,125,240,358,32,1
뚷,U+B6B7,4,13,27,125,218,331,125,240,359,31,1
뚸,U+B6B8,4,14,0,65,175,-1,85,197,-1,0,0
뚹,U+B6B9,4,14,1,145,219,333,145,241,277,12,1
뚺,U+B6BA,4,14,2,145,219,334,145,241,278,18,1
뚻,U+B6BB,4,14,3,145,219,335,145,241,279,38,1
뚼,U+B6BC,4,14,4,145,219,336,145,241,280,19,1
뚽,U+B6BD,4,14,5,145,219,337,145,241,281,20,1
뚾,U+B6BE,4,14,6,145,219,338,145,241,282,22,1
뚿,U+B6BF,4,14,7,145,219,339,145,241,283,18,1
뛀,U+B6C0,4,14,8,145,219,340,145,241,284,18,1
뛁,U+B6C1,4,14,9,145,219,341,145,241,285,28,1
뛂,U+B6C2,4,14,10,145,219,342,145,241,286,26,1
뛃,U+B6C3,4,14,11,145,219,343,145,241,287,26,1
뛄,U+B6C4,4,14,12,145,219,344,145,241,288,40,1
뛅,U+B6C5,4,14,13,145,219,345,145,241,289,20,1
뛆,U+B6C6,4,14,14,145,219,346,145,241,290,26,1
뛇,U+B6C7,4,14,15,145,219,347,145,241,291,36,1
뛈,U+B6C8,4,14,16,145,219,348,145,241,292,25,1
뛉,U+B6C9,4,14,17,145,219,349,145,241,293,25,1
뛊,U+B6CA,4,14,18,145,219,350,145,241,294,44,1
뛋,U+B6CB,4,14,19,145,219,351,145,241,295,30,1
뛌,U+B6CC,4,14,20,145,219,352,145,241,296,36,1
뛍,U+B6CD,4,14,21,145,219,353,145,241,297,34,1
뛎,U+B6CE,4,14,22,145,219,354,145,241,298,33,1
뛏,U+B6CF,4,14,23,145,219,355,145,241,299,24,1
뛐,U+B6D0,4,14,24,145,219,356,145,241,300,14,1
뛑,U+B6D1,4,14,25,145,219,357,145,241,301,20,1
뛒,U+B6D2,4,14,26,145,219,358,145,241,302,32,1
뛓,U+B6D3,4,14,27,145,219,359,145,241,303,28,1
뛔,U+B6D4,4,15,0,65,176,-1,85,198,-1,0,0
뛕,U+B6D5,4,15,1,145,220,333,145,242,305,19,1
뛖,U+B6D6,4,15,2,145,220,334,145,242,306,31,1
뛗,U+B6D7,4,15,3,145,220,335,145,242,307,37,1
뛘,U+B6D8,4,15,4,145,220,336,145,242,308,24,1
뛙,U+B6D9,4,15,5,145,220,337,145,242,309,40,1
뛚,U+B6DA,4,15,6,145,220,338,145,242,310,33,1
뛛,U+B6DB,4,15,7,145,220,339,145,242,311,22,1
뛜,U+B6DC,4,15,8,145,220,340,145,242,312,23,1
뛝,U+B6DD,4,15,9,145,220,341,145,242,313,35,1
뛞,U+B6DE,4,15,10,145,220,342,145,242,314,26,1
뛟,U+B6DF,4,15,11,145,220,343,145,242,315,26,1
뛠,U+B6E0,4,15,12,145,220,344,145,242,316,40,1
뛡,U+B6E1,4,15,13,145,220,345,145,242,317,20,1
뛢,U+B6E2,4,15,14,145,220,346,145,242,318,26,1
뛣,U+B6E3,4,15,15,145,220,347,145,242,319,36,1
뛤,U+B6E4,4,15,16,145,220,348,145,242,320,35,1
뛥,U+B6E5,4,15,17,145,220,349,145,242,321,35,1
뛦,U+B6E6,4,15,18,145,220,350,145,242,322,44,1
뛧,U+B6E7,4,15,19,145,220,351,145,242,323,30,1
뛨,U+B6E8,4,15,20,145,220,352,145,242,324,36,1
뛩,U+B6E9,4,15,21,145,220,353,145,242,325,38,1
뛪,U+B6EA,4,15,22,145,220,354,145,242,326,22,1
뛫,U+B6EB,4,15,23,145,220,355,145,242,327,26,1
뛬,U+B6EC,4,15,24,145,220,356,145,242,328,20,1
뛭,U+B6ED,4,15,25,145,220,357,145,242,329,23,1
뛮,U+B6EE,4,15,26,145,220,358,145,242,330,32,1
뛯,U+B6EF,4,15,27,145,220,359,145,242,331,32,1
뛰,U+B6F0,4,16,0,65,177,-1,85,199,-1,0,0
뛱,U+B6F1,4,16,1,145,221,333,145,243,277,12,1
뛲,U+B6F2,4,16,2,145,221,334,145,243,278,18,1
뛳,U+B6F3,4,16,3,145,221,335,145,243,279,38,1
뛴,U+B6F4,4,16,4,145,221,336,145,243,280,19,1
뛵,U+B6F5,4,16,5,145,221,337,145,243,281,20,1
뛶,U+B6F6,4,16,6,145,221,338,145,243,282,22,1
뛷,U+B6F7,4,16,7,145,221,339,145,243,283,18,1
뛸,U+B6F8,4,16,8,145,221,340,145,243,284,18,1
뛹,U+B6F9,4,16,9,145,221,341,145,243,285,28,1
뛺,U+B6FA,4,16,10,145,221,342,145,243,286,26,1
뛻,U+B6FB,4,16,11,145,221,343,145,243,287,26,1
뛼,U+B6FC,4,16,12,145,221,344,145,243,288,40,1
뛽,U+B6FD,4,16,13,145,221,345,145,243,289,20,1
뛾,U+B6FE,4,16,14,145,221,346,145,243,290,26,1
뛿,U+B6FF,4,16,15,145,221,347,145,243,291,36,1
뜀,U+B700,4,16,16,145,221,348,145,243,292,25,1
뜁,U+B701,4,16,17,145,221,349,145,243,293,25,1
뜂,U+B702,4,16,18,145,221,350,145,243,294,44,1
뜃,U+B703,4,16,19,145,221,351,145,243,295,30,1
뜄,U+B704,4,16,20,145,221,352,145,243,296,36,1
뜅,U+B705,4,16,21,145,221,353,145,243,297,34,1
뜆,U+B706,4,16,22,145,221,354,145,243,298,33,1
뜇,U+B707,4,16,23,145,221,355,145,243,299,24,1
뜈,U+B708,4,16,24,145,221,356,145,243,300,14,1
뜉,U+B709,4,16,25,145,221,357,145,243,301,20,1
뜊,U+B70A,4,16,26,145,221,358,145,243,302,32,1
뜋,U+B70B,4,16,27,145,221,359,145,243,303,28,1
뜌,U+B70C,4,17,0,45,178,-1,45,200,-1,0,0
뜍,U+B70D,4,17,1,125,222,305,125,244,333,18,1
뜎,U+B70E,4,17,2,125,222,306,125,244,334,31,1
뜏,U+B70F,4,17,3,125,222,307,125,244,335,36,1
뜐,U+B710,4,17,4,125,222,308,125,244,336,23,1
뜑,U+B711,4,17,5,125,222,309,125,244,337,39,1
뜒,U+B712,4,17,6,125,222,310,125,244,338,33,1
뜓,U+B713,4,17,7,125,222,311,125,244,339,21,1
뜔,U+B714,4,17,8,125,222,312,125,244,340,22,1
뜕,U+B715,4,17,9,125,222,313,125,244,341,35,1
뜖,U+B716,4,17,10,125,222,314,125,244,342,25,1
뜗,U+B717,4,17,11,125,222,315,125,244,343,25,1
뜘,U+B718,4,17,12,125,222,316,125,244,344,39,1
뜙,U+B719,4,17,13,125,222,317,125,244,345,19,1
뜚,U+B71A,4,17,14,125,222,318,125,244,346,25,1
뜛,U+B71B,4,17,15,125,222,319,125,244,347,35,1
뜜,U+B71C,4,17,16,125,222,320,125,244,348,34,1
뜝,U+B71D,4,17,17,125,222,321,125,244,349,34,1
뜞,U+B71E,4,17,18,125,222,322,125,244,350,42,1
뜟,U+B71F,4,17,19,125,222,323,125,244,351,29,1
뜠,U+B720,4,17,20,125,222,324,125,244,352,36,1
뜡,U+B721,4,17,21,125,222,325,125,244,353,37,1
뜢,U+B722,4,17,22,125,222,326,125,244,354,22,1
