offset,original,current,classification
0x81F67,64,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F68,31,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F69,7C,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F6A,DD,9D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F6B,18,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F6C,DD,88,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F6D,4A,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F6E,00,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F6F,00,27,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F70,DD,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F71,3A,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F72,53,50,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F73,64,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F74,31,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F75,7C,27,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F76,BA,37,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F77,92,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F79,25,90,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F7A,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F7B,00,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F7C,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F7D,89,0B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F7E,BA,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F7F,1C,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F80,DD,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F81,25,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F82,DE,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F83,1C,8E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F84,00,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F85,00,0D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F86,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F87,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F88,5C,61,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F89,DD,3C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F8A,14,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F8B,31,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F8C,DD,10,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F8D,6D,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F8E,1C,0A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F8F,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F90,10,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F91,00,7C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F92,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F93,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F94,A3,10,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F95,6F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F96,34,0A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F97,60,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F98,42,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F99,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F9A,17,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F9B,90,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F9C,70,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F9D,DE,15,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F9E,32,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81F9F,DE,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FA0,3F,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FA1,00,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FA2,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FA3,00,55,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FA4,A3,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FA5,6F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FA6,34,10,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FA7,60,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FA8,42,F2,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FA9,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FAA,17,15,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FAB,90,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FAC,70,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FAD,DE,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FAE,21,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FAF,00,5B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FB0,8F,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FB1,53,25,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FB2,DD,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FB3,56,54,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FB4,47,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FB5,1C,5B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FB6,DE,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FB7,F2,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FB8,00,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FB9,00,6F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FBA,00,0D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FBB,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FBD,F2,53,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FBE,DD,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FBF,12,9A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FC0,00,19,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FC1,00,8C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FC2,00,2C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FC4,42,40,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FC5,57,80,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FC6,57,0E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FC7,5C,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FC8,47,50,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FC9,DD,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FCA,18,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FCB,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FCC,4A,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FCD,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FCE,00,6A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FCF,00,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FD0,6C,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FD1,69,7A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FD2,34,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FD3,DD,9F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FD4,02,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FD5,57,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FD6,1C,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FD7,DE,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FD8,5F,18,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FD9,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FDA,00,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FDB,00,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FDC,42,0C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FDD,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FDE,F8,81,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FDF,34,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FE0,67,02,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FE1,DD,0C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FE2,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FE3,90,85,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FE4,DF,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FE5,1A,73,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FE6,DF,61,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FE7,48,2D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FE8,00,07,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FE9,00,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FEB,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FEC,42,06,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FEE,F8,E0,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FEF,34,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FF0,67,06,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FF2,DD,E0,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FF3,90,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FF4,DD,1E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FF5,6B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FF6,00,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FF9,8F,08,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FFA,DD,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FFB,9D,99,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FFC,67,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FFD,34,2C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FFE,7F,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81FFF,69,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82000,34,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82001,00,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82002,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82003,00,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82004,80,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82005,6F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82006,65,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82007,60,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82008,31,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82009,DD,EC,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8200A,C7,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8200B,DD,5E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8200C,18,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8200E,4A,77,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8200F,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82010,57,07,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82011,64,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82012,67,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82013,DD,10,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82014,9E,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82015,DD,0A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82016,52,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82017,89,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82018,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82019,00,6B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8201A,00,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8201B,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8201C,57,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8201D,64,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8201E,67,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82020,9E,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82021,84,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82022,C7,73,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82023,1C,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82024,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82025,25,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82026,DE,21,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82027,1C,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82028,00,42,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82029,00,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8202A,00,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8202C,57,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8202D,64,38,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8202E,67,17,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8202F,9B,36,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82030,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82031,EA,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82032,00,53,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82033,00,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82034,57,9A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82035,64,19,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82036,67,8C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82037,DD,2C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82038,9E,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82039,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8203A,00,39,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8203B,00,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8203C,DD,93,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8203D,56,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8203E,31,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8203F,81,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82040,53,21,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82042,18,42,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82043,DD,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82044,4A,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82046,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82047,00,3C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82048,D1,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82049,A2,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8204A,60,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8204B,42,79,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8204C,D8,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8204D,7D,B7,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8204E,20,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8204F,46,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82050,DE,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82051,DF,0C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82053,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82054,D1,48,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82055,A2,53,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82056,60,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82057,42,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82058,D8,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82059,CA,0D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8205A,1F,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8205B,1B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8205C,00,07,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8205D,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8205E,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82060,42,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82061,6B,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82062,AF,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82063,31,B0,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82064,60,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82065,D6,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82066,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82067,18,04,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82068,DD,19,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82069,4A,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8206A,00,87,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8206B,00,1C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8206C,77,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8206D,6B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8206E,AB,7B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8206F,DD,6B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82070,9C,0D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82071,1C,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82073,0B,53,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82074,00,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82075,00,9A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82076,00,19,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82077,00,8C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82078,B8,2C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82079,1C,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8207B,2F,85,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8207C,DD,20,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8207D,84,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8207E,00,3F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8207F,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82080,90,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82081,70,7C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82082,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82083,23,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82084,6F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82085,DD,E1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82086,B4,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82087,31,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82088,62,85,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82089,00,20,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8208A,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8208B,00,3F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8208C,90,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8208D,70,37,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8208E,AF,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8208F,65,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82090,8F,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82091,DE,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82092,41,E1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82093,DE,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82094,46,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82095,DE,EC,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82097,00,5E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82098,A3,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x82099,6F,27,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8209A,34,91,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8209B,60,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8209C,42,B8,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8209D,DE,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8209E,7D,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8209F,DE,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820A0,5C,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820A1,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820A2,00,EC,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820A3,00,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820A4,CD,5E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820A5,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820A6,1A,4A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820A7,DD,91,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820A8,0F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820A9,DD,B8,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820AA,44,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820AB,1C,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820AC,DE,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820AD,31,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820AF,6B,EC,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820B0,00,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820B1,00,5E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820B2,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820B3,00,6B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820B4,CD,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820B5,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820B6,1A,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820B7,DD,77,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820B8,0F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820B9,DD,07,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820BA,44,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820BB,1C,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820BC,DE,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x820BD,31,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
