offset,original,current,classification
0x80640,22,26,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80641,5A,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80642,2A,4F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80643,6F,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80644,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80645,B4,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80646,53,CD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80647,12,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80648,23,08,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80649,1D,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8064A,39,17,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8064B,27,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8064C,2B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8064D,00,F3,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8064E,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8064F,00,47,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80650,D0,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80651,B1,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80652,61,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80653,2A,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80654,16,08,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80655,11,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80656,06,5B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80657,B9,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80658,DD,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80659,59,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8065A,1E,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8065B,27,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8065C,2B,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8065D,00,44,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8065E,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8065F,00,B3,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80660,5B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80662,B3,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80663,DE,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80664,B2,31,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80665,5A,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80666,2F,7B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80667,9E,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80668,DD,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80669,96,6F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8066A,1E,20,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8066B,27,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8066C,2B,33,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8066D,00,15,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8066F,00,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80670,D0,22,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80671,B1,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80672,2A,7A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80673,DE,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80674,5A,9F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80675,DE,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80676,68,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80677,23,22,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80678,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80679,42,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8067A,1F,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8067B,39,04,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8067C,40,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8067D,2B,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8067E,3E,89,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8067F,1D,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80680,39,31,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80681,27,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80682,2B,EC,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80684,5B,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80685,DE,58,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80686,04,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80687,9C,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80688,22,58,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80689,5A,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8068A,2A,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8068B,5B,58,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8068C,CA,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8068D,2D,81,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8068E,DE,64,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8068F,04,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80690,9C,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80691,22,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80692,5A,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80693,23,83,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80694,1D,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80695,39,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80696,27,55,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80697,2B,90,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80698,00,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8069C,D0,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8069D,B1,86,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8069E,2A,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8069F,DE,71,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806A0,96,8D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806A1,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806A2,97,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806A3,1C,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806A4,BD,2C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806A5,23,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806A6,DD,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806A7,19,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806A8,3E,37,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806A9,1D,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806AA,39,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806AB,27,80,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806AC,2B,68,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806AE,00,37,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806AF,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806B0,D0,62,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806B1,B1,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806B2,2A,0E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806B3,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806B4,CC,38,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806B5,8C,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806B6,DD,ED,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806B7,42,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806B8,1F,48,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806B9,22,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806BA,3D,40,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806BB,26,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806BC,23,9F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806BD,1D,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806BE,39,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806BF,27,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806C0,2B,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806C1,00,0D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806C2,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806C3,00,7F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806C4,6F,87,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806C5,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806C6,B4,47,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806C7,53,3C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806C8,42,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806C9,82,1F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806CA,DD,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806CB,55,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806CC,CF,50,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806CD,23,3A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806CE,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806CF,FA,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806D0,DD,1A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806D1,90,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806D2,1C,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806D3,DF,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806D4,31,E1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806D5,99,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806D6,2A,48,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806D7,50,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806D8,44,6D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806D9,3E,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806DA,1D,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806DB,39,3E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806DC,27,4F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806DD,2B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806DE,00,72,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806DF,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806E0,DD,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806E1,1B,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806E2,61,02,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806E3,2A,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806E4,14,72,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806E5,11,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806E6,06,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806E7,B9,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806E8,DD,D2,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806E9,59,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806EA,1E,7E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806EB,27,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806EC,2B,62,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806ED,01,20,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806EE,09,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806EF,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806F0,3C,8A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806F1,31,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806F2,DD,17,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806F3,4D,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806F4,34,62,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806F5,0A,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806F6,00,8D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806F7,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806F8,D0,EB,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806F9,B1,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806FA,2A,E2,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806FB,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806FC,42,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806FD,1F,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806FE,39,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x806FF,40,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80700,2B,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80701,3E,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80702,1D,95,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80703,39,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80704,27,FA,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80705,2B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80706,00,4C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80708,2B,D1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80709,58,D1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8070A,40,D1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8070B,3A,D1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8070C,2A,D1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8070D,12,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8070E,11,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8070F,06,07,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80710,B9,17,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80711,DD,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80712,59,08,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80713,1E,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80714,27,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80715,2B,13,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80716,00,20,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80717,00,47,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80718,2B,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80719,58,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8071A,40,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8071B,3A,33,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8071C,2A,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8071D,14,8E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8071E,11,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8071F,06,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80720,B9,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80721,DD,38,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80722,59,17,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80723,1E,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80724,27,0B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80725,2B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80726,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80727,00,38,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80728,5B,17,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80729,7F,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8072A,D6,4A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8072B,34,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8072D,55,77,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8072E,5A,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8072F,2A,14,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80730,6F,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80731,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80732,B4,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80733,53,7B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80734,12,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80735,23,11,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80736,1D,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80737,39,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80738,27,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80739,2B,8D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8073A,00,3D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8073B,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8073C,DE,3F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8073D,02,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8073E,B1,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8073F,1E,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80740,40,8D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80741,2B,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80742,3E,02,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80743,1D,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80744,39,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80745,27,B6,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80746,2B,35,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80747,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80748,5B,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80749,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8074A,68,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8074B,49,C9,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8074C,DD,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8074D,29,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8074E,22,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8074F,5A,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80750,2A,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80751,6F,40,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80752,DD,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80753,B4,40,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80754,53,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80755,12,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80756,23,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80757,1D,B1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80758,39,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80759,27,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8075A,2B,8D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8075C,5B,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8075D,DD,22,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8075E,68,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8075F,49,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80760,DD,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80761,29,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80762,22,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80763,5A,22,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80764,2A,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80765,5B,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80766,DE,1A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80767,04,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80768,9C,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80769,DE,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8076A,57,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8076B,2B,37,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8076C,5A,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8076D,23,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8076E,1D,14,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8076F,39,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80770,27,3D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80771,2B,3E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80773,00,19,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80774,DF,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80775,16,37,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80776,B2,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80777,1C,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80778,DE,1C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80779,4F,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8077B,90,5B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8077C,30,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8077D,DD,39,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8077E,80,8D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8077F,61,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80780,2F,7B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80781,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80782,33,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80784,3E,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80785,30,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80786,44,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80787,27,50,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80788,2B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80789,00,31,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8078A,00,28,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8078C,D0,50,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8078D,B1,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8078E,61,31,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8078F,2A,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80790,14,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80791,11,55,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80792,06,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80793,B9,9D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80794,DD,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80795,59,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
